lot_id,ferme_id,coop_id,variete,grade,certification,date_creation
1253,11359,1,Forastero,Standard,Aucune,2024-06-07
1254,10661,55,Forastero,Premium,UTZ,2023-04-04
1255,4256,72,Forastero,Premium,Rainforest Alliance,2025-02-16
1256,10188,117,Forastero,Standard,Fairtrade,2024-10-15
1257,4593,118,Forastero,Premium,Aucune,2023-09-06
1258,5078,69,Trinitario,Standard,Aucune,2024-02-04
1259,1658,102,Forastero,Standard,Aucune,2023-02-15
1260,8544,95,Trinitario,Standard,UTZ,2025-01-30
1261,8330,67,Trinitario,Standard,Bio,2025-03-21
1262,1063,3,Forastero,Premium,Aucune,2023-05-14
1263,5673,69,Trinitario,Standard,Aucune,2025-02-07
1264,6095,62,Forastero,Standard,Aucune,2024-08-24
1265,4750,97,Trinitario,Standard,Aucune,2025-12-27
1266,10786,87,Forastero,Standard,Rainforest Alliance,2025-09-02
1267,1449,28,Trinitario,Standard,Bio,2025-06-19
1268,8868,35,Trinitario,Standard,Aucune,2025-10-11
1269,2329,39,Forastero,Standard,UTZ,2025-10-15
1270,27,81,Forastero,Standard,Fairtrade,2023-05-01
1271,11060,22,Forastero,Premium,Aucune,2023-12-07
1272,886,32,Forastero,Standard,Aucune,2024-04-25
1273,8422,91,Forastero,Premium,Rainforest Alliance,2025-04-21
1274,559,102,Forastero,Standard,Aucune,2024-12-02
1275,7150,70,Forastero,Standard,Rainforest Alliance,2024-08-25
1276,9374,97,Trinitario,Premium,Aucune,2023-02-12
1277,3613,50,Forastero,Standard,Aucune,2025-08-23
1278,3676,56,Trinitario,Standard,Aucune,2024-08-20
1279,8695,95,Trinitario,Premium,UTZ,2024-07-18
1280,8066,33,Forastero,Standard,Rainforest Alliance,2025-03-07
1281,2498,99,Forastero,Premium,Aucune,2024-04-21
1282,1932,112,Forastero,Standard,Aucune,2023-07-08
1283,3481,56,Trinitario,Standard,Aucune,2023-08-07
1284,2081,81,Forastero,Standard,Fairtrade,2025-01-01
1285,5848,73,Forastero,Standard,Fairtrade,2024-11-14
1286,11225,49,Trinitario,Standard,UTZ,2025-06-06
1287,10892,61,Forastero,Standard,Rainforest Alliance,2025-07-13
1288,10665,12,Forastero,Standard,Fairtrade,2023-07-02
1289,466,24,Trinitario,Standard,Rainforest Alliance,2025-08-18
1290,2319,114,Forastero,Standard,Rainforest Alliance,2024-08-27
1291,8631,14,Forastero,Premium,Rainforest Alliance,2024-01-12
1292,1304,2,Forastero,Standard,Aucune,2023-11-18
1293,10132,72,Forastero,Standard,Rainforest Alliance,2025-06-29
1294,11912,8,Forastero,Standard,Aucune,2023-06-30
1295,3293,7,Forastero,Standard,Rainforest Alliance,2023-10-13
1296,7197,43,Trinitario,Standard,Aucune,2024-10-30
1297,7858,68,Forastero,Premium,Rainforest Alliance,2025-09-13
1298,5607,108,Forastero,Standard,Fairtrade,2025-04-17
1299,6464,78,Forastero,Premium,Rainforest Alliance,2023-01-11
1300,4404,51,Forastero,Standard,Bio,2025-04-22
1301,6997,20,Forastero,Standard,Aucune,2025-08-19
1302,7630,101,Trinitario,Premium,Aucune,2025-07-16
1303,6613,19,Forastero,Standard,Rainforest Alliance,2024-09-06
1304,8518,37,Trinitario,Standard,Aucune,2023-06-22
1305,8713,70,Trinitario,Standard,Rainforest Alliance,2023-03-24
1306,2809,25,Forastero,Standard,Aucune,2023-12-26
1307,2257,95,Forastero,Standard,UTZ,2023-07-31
1308,6244,53,Forastero,Premium,Fairtrade,2025-10-25
1309,10714,68,Forastero,Standard,Rainforest Alliance,2025-11-14
1310,4320,86,Forastero,Premium,Fairtrade,2023-06-06
1311,2893,35,Trinitario,Standard,Aucune,2024-07-24
1312,5580,108,Criollo,Standard,Fairtrade,2025-11-12
1313,10289,86,Trinitario,Premium,Fairtrade,2023-10-02
1314,10098,23,Forastero,Standard,Rainforest Alliance,2023-10-02
1315,9090,61,Forastero,Standard,Rainforest Alliance,2023-06-10
1316,1244,13,Forastero,Premium,Aucune,2023-05-31
1317,8382,38,Forastero,Standard,Aucune,2023-04-24
1318,10465,65,Forastero,Premium,Fairtrade,2023-01-20
1319,6775,10,Forastero,Premium,Rainforest Alliance,2025-06-12
1320,4228,102,Forastero,Standard,Aucune,2025-12-20
1321,1494,94,Forastero,Premium,Rainforest Alliance,2023-12-09
1322,3947,116,Forastero,Premium,Aucune,2025-04-09
1323,165,1,Forastero,Standard,Aucune,2023-07-09
1324,4553,118,Trinitario,Premium,Aucune,2024-10-27
1325,7539,11,Forastero,Standard,Aucune,2024-02-29
1326,6195,111,Forastero,Standard,UTZ,2023-08-06
1327,7858,68,Trinitario,Premium,Rainforest Alliance,2023-02-06
1328,7709,61,Forastero,Premium,Rainforest Alliance,2023-06-12
1329,6779,33,Trinitario,Premium,Rainforest Alliance,2025-06-13
1330,10373,50,Forastero,Standard,Aucune,2023-01-20
1331,7803,35,Forastero,Standard,Aucune,2024-01-24
1332,10738,37,Forastero,Premium,Aucune,2023-03-06
1333,2765,53,Forastero,Standard,Fairtrade,2023-01-08
1334,3155,110,Forastero,Premium,Aucune,2025-08-23
1335,5708,79,Trinitario,Standard,Aucune,2025-05-18
1336,1258,98,Forastero,Standard,Fairtrade,2023-06-27
1337,9177,15,Forastero,Premium,Rainforest Alliance,2023-12-29
1338,4191,57,Forastero,Standard,Fairtrade,2023-09-03
1339,3206,15,Forastero,Premium,Rainforest Alliance,2024-06-19
1340,5793,33,Forastero,Premium,Rainforest Alliance,2024-01-07
1341,2478,73,Trinitario,Standard,Fairtrade,2025-11-18
1342,2766,12,Forastero,Standard,Fairtrade,2025-01-20
1343,4947,44,Forastero,Standard,Bio,2025-11-23
1344,9755,17,Forastero,Standard,Aucune,2024-06-22
1345,7691,102,Forastero,Standard,Aucune,2025-08-29
1346,6756,30,Trinitario,Standard,Aucune,2023-01-16
1347,7844,99,Forastero,Standard,Aucune,2025-11-02
1348,10632,62,Forastero,Standard,Aucune,2024-04-12
1349,6534,8,Trinitario,Premium,Aucune,2023-11-15
1350,10170,112,Forastero,Standard,Aucune,2023-12-30
1351,558,64,Forastero,Standard,Rainforest Alliance,2025-08-10
1352,7872,119,Forastero,Standard,Aucune,2023-04-26
1353,10002,99,Forastero,Standard,Aucune,2023-12-22
1354,4775,120,Trinitario,Premium,Rainforest Alliance,2024-05-31
1355,9241,29,Forastero,Standard,Rainforest Alliance,2024-11-16
1356,6465,58,Forastero,Standard,Aucune,2025-12-19
1357,9693,108,Forastero,Standard,Fairtrade,2024-06-14
1358,7160,2,Forastero,Standard,Aucune,2024-05-01
1359,10471,49,Forastero,Premium,UTZ,2024-08-02
1360,1710,21,Forastero,Standard,Aucune,2024-05-13
1361,8244,60,Trinitario,Standard,Bio,2023-01-27
1362,7244,81,Trinitario,Premium,Fairtrade,2025-07-09
1363,1959,109,Forastero,Premium,Bio,2025-05-11
1364,6984,120,Trinitario,Standard,Rainforest Alliance,2023-04-07
1365,11451,75,Forastero,Standard,Aucune,2023-11-21
1366,10730,118,Forastero,Premium,Aucune,2023-07-25
1367,456,59,Forastero,Standard,Fairtrade,2025-08-11
1368,9982,17,Forastero,Standard,Aucune,2023-12-28
1369,9418,84,Forastero,Premium,Rainforest Alliance,2024-08-05
1370,10569,69,Forastero,Standard,Aucune,2024-08-02
1371,343,111,Forastero,Standard,UTZ,2025-02-23
1372,11236,31,Trinitario,Standard,Bio,2025-08-22
1373,3843,15,Trinitario,Standard,Rainforest Alliance,2023-12-27
1374,446,102,Forastero,Premium,Aucune,2025-11-18
1375,2907,37,Forastero,Standard,Aucune,2024-01-22
1376,6410,69,Forastero,Standard,Aucune,2023-10-25
1377,6673,75,Forastero,Standard,Aucune,2023-01-13
1378,6211,79,Forastero,Premium,Aucune,2024-01-11
1379,2297,76,Forastero,Premium,Aucune,2025-07-26
1380,2459,54,Forastero,Standard,Fairtrade,2025-07-01
1381,4766,83,Forastero,Premium,Aucune,2023-07-24
1382,11570,10,Trinitario,Premium,Rainforest Alliance,2024-02-21
1383,3715,3,Forastero,Premium,Aucune,2025-06-25
1384,8110,92,Forastero,Standard,UTZ,2024-08-24
1385,4872,95,Forastero,Premium,UTZ,2023-02-17
1386,832,49,Forastero,Standard,UTZ,2025-03-17
1387,7510,54,Forastero,Standard,Fairtrade,2025-06-20
1388,7830,53,Forastero,Standard,Fairtrade,2024-07-01
1389,11842,104,Trinitario,Standard,Fairtrade,2025-01-31
1390,5785,102,Forastero,Standard,Aucune,2025-02-26
1391,3681,52,Forastero,Standard,Fairtrade,2025-05-18
1392,485,119,Forastero,Standard,Aucune,2025-02-04
1393,6956,37,Trinitario,Standard,Aucune,2023-04-22
1394,2136,75,Forastero,Premium,Aucune,2023-08-27
1395,3159,85,Forastero,Standard,Aucune,2025-05-22
1396,11924,97,Trinitario,Standard,Aucune,2025-12-14
1397,10264,6,Forastero,Standard,Aucune,2025-07-10
1398,7493,8,Forastero,Standard,Aucune,2025-11-07
1399,4860,55,Forastero,Standard,UTZ,2023-03-08
1400,2315,109,Forastero,Premium,Bio,2023-10-29
1401,8387,119,Forastero,Standard,Aucune,2025-10-21
1402,6263,46,Forastero,Standard,Rainforest Alliance,2025-03-29
1403,8997,76,Forastero,Premium,Aucune,2023-05-30
1404,377,118,Forastero,Standard,Aucune,2023-09-20
1405,2960,110,Forastero,Standard,Aucune,2024-05-26
1406,3442,117,Forastero,Standard,Fairtrade,2025-05-05
1407,6189,108,Forastero,Standard,Fairtrade,2023-10-01
1408,4708,91,Forastero,Standard,Rainforest Alliance,2025-03-26
1409,6920,29,Trinitario,Standard,Rainforest Alliance,2025-03-28
1410,2409,99,Forastero,Standard,Aucune,2023-07-08
1411,8309,56,Forastero,Premium,Aucune,2025-03-15
1412,8682,46,Forastero,Standard,Rainforest Alliance,2024-09-11
1413,7793,109,Forastero,Standard,Bio,2023-09-13
1414,2738,96,Trinitario,Standard,Aucune,2025-09-02
1415,1453,90,Forastero,Standard,Aucune,2023-05-07
1416,10486,18,Trinitario,Standard,Rainforest Alliance,2025-09-02
1417,4871,23,Forastero,Standard,Rainforest Alliance,2024-11-17
1418,7660,111,Forastero,Standard,UTZ,2023-02-25
1419,8678,59,Forastero,Standard,Fairtrade,2023-04-06
1420,1008,89,Forastero,Standard,Fairtrade,2025-11-12
1421,8008,12,Forastero,Standard,Fairtrade,2025-12-04
1422,3065,116,Trinitario,Standard,Aucune,2024-10-21
1423,4374,71,Forastero,Standard,Aucune,2024-09-15
1424,8166,95,Forastero,Standard,UTZ,2025-06-30
1425,7312,8,Forastero,Standard,Aucune,2024-05-26
1426,9788,77,Forastero,Premium,Bio,2025-08-23
1427,9666,34,Forastero,Premium,Rainforest Alliance,2024-10-18
1428,10712,26,Trinitario,Standard,UTZ,2024-10-04
1429,2556,77,Forastero,Standard,Bio,2024-03-21
1430,10181,51,Forastero,Standard,Bio,2025-10-07
1431,1893,71,Trinitario,Standard,Aucune,2023-12-01
1432,9341,37,Forastero,Standard,Aucune,2025-12-23
1433,4355,49,Forastero,Premium,UTZ,2023-11-05
1434,6472,116,Forastero,Standard,Aucune,2024-10-18
1435,2548,58,Forastero,Standard,Aucune,2025-03-13
1436,7729,62,Trinitario,Standard,Aucune,2025-01-23
1437,9885,84,Forastero,Standard,Rainforest Alliance,2024-04-20
1438,9724,100,Trinitario,Standard,Aucune,2023-10-02
1439,8664,56,Forastero,Standard,Aucune,2025-07-23
1440,8946,90,Forastero,Standard,Aucune,2023-05-15
1441,8382,38,Forastero,Standard,Aucune,2024-06-30
1442,1982,65,Forastero,Standard,Fairtrade,2023-11-21
1443,6887,95,Forastero,Standard,UTZ,2023-07-29
1444,5652,37,Forastero,Premium,Aucune,2023-12-02
1445,11059,38,Forastero,Standard,Aucune,2024-07-30
1446,7141,5,Forastero,Standard,Fairtrade,2023-01-19
1447,5017,31,Forastero,Standard,Bio,2023-06-08
1448,2292,66,Forastero,Premium,Fairtrade,2023-02-19
1449,3399,117,Forastero,Standard,Fairtrade,2024-06-29
1450,7893,37,Forastero,Standard,Aucune,2024-08-10
1451,3704,85,Forastero,Standard,Aucune,2024-01-15
1452,11787,46,Forastero,Premium,Rainforest Alliance,2025-05-29
1453,7598,111,Forastero,Standard,UTZ,2024-06-11
1454,9146,1,Forastero,Standard,Aucune,2024-09-21
1455,4115,100,Forastero,Standard,Aucune,2025-12-28
1456,11221,96,Forastero,Standard,Aucune,2024-07-18
1457,7789,97,Forastero,Premium,Aucune,2025-02-09
1458,9615,84,Forastero,Standard,Rainforest Alliance,2023-10-06
1459,1259,57,Forastero,Premium,Fairtrade,2023-07-04
1460,11960,3,Forastero,Standard,Aucune,2024-12-13
1461,933,61,Forastero,Standard,Rainforest Alliance,2025-03-31
1462,8227,107,Forastero,Standard,Aucune,2023-06-18
1463,2109,30,Forastero,Standard,Aucune,2024-11-02
1464,9999,96,Trinitario,Premium,Aucune,2023-05-21
1465,3662,80,Forastero,Standard,Aucune,2025-05-07
1466,6382,40,Forastero,Standard,Aucune,2024-04-06
1467,11098,48,Forastero,Premium,Aucune,2024-10-21
1468,3885,69,Forastero,Standard,Aucune,2023-04-30
1469,4300,49,Forastero,Standard,UTZ,2023-01-18
1470,11937,20,Forastero,Standard,Aucune,2025-12-18
1471,11387,42,Criollo,Standard,UTZ,2023-08-09
1472,2683,40,Forastero,Premium,Aucune,2023-10-17
1473,3417,29,Forastero,Premium,Rainforest Alliance,2024-10-03
1474,2731,33,Forastero,Standard,Rainforest Alliance,2024-05-26
1475,3081,41,Forastero,Premium,Fairtrade,2025-12-26
1476,10444,112,Forastero,Standard,Aucune,2025-10-13
1477,11884,19,Forastero,Standard,Rainforest Alliance,2024-03-20
1478,2667,14,Forastero,Standard,Rainforest Alliance,2024-04-06
1479,5931,48,Forastero,Standard,Aucune,2025-07-25
1480,10649,16,Trinitario,Premium,Aucune,2024-03-21
1481,5535,85,Forastero,Standard,Aucune,2023-01-04
1482,3010,67,Trinitario,Standard,Bio,2025-11-14
1483,216,21,Forastero,Standard,Aucune,2025-01-18
1484,2460,71,Forastero,Standard,Aucune,2024-12-03
1485,1580,116,Forastero,Standard,Aucune,2023-03-26
1486,3974,102,Forastero,Premium,Aucune,2025-05-13
1487,11080,9,Forastero,Premium,Aucune,2024-11-16
1488,9507,26,Trinitario,Premium,UTZ,2023-05-05
1489,2593,22,Forastero,Standard,Aucune,2024-02-20
1490,5776,47,Forastero,Premium,Aucune,2023-11-18
1491,9480,47,Forastero,Standard,Aucune,2025-10-01
1492,9542,62,Forastero,Standard,Aucune,2023-06-11
1493,6948,13,Trinitario,Standard,Aucune,2024-04-13
1494,6067,63,Forastero,Standard,Fairtrade,2023-04-25
1495,1553,69,Forastero,Standard,Aucune,2025-11-09
1496,3688,43,Forastero,Standard,Aucune,2025-07-11
1497,1124,118,Forastero,Standard,Aucune,2023-02-26
1498,7227,53,Forastero,Standard,Fairtrade,2025-11-15
1499,7358,5,Trinitario,Standard,Fairtrade,2023-07-15
1500,7184,98,Forastero,Standard,Fairtrade,2025-07-29
1501,5666,89,Forastero,Premium,Fairtrade,2024-02-14
1502,8491,64,Trinitario,Standard,Rainforest Alliance,2025-04-28
1503,2849,67,Trinitario,Standard,Bio,2025-05-08
1504,10710,81,Forastero,Standard,Fairtrade,2024-03-28
1505,11317,56,Forastero,Standard,Aucune,2025-07-29
1506,700,58,Forastero,Standard,Aucune,2023-06-09
1507,8251,81,Forastero,Premium,Fairtrade,2024-12-15
1508,134,29,Forastero,Standard,Rainforest Alliance,2024-08-20
1509,4153,117,Forastero,Standard,Fairtrade,2025-09-18
1510,4868,20,Forastero,Standard,Aucune,2024-08-04
1511,10559,56,Forastero,Standard,Aucune,2025-12-26
1512,4025,54,Forastero,Standard,Fairtrade,2023-08-07
1513,7343,67,Forastero,Standard,Bio,2025-02-01
1514,5308,115,Forastero,Standard,Aucune,2024-05-14
1515,6159,40,Forastero,Standard,Aucune,2025-08-11
1516,4548,101,Forastero,Standard,Aucune,2023-07-27
1517,3360,91,Forastero,Standard,Rainforest Alliance,2023-01-16
1518,4375,13,Forastero,Premium,Aucune,2025-10-03
1519,11167,62,Forastero,Standard,Aucune,2023-02-07
1520,5884,23,Forastero,Standard,Rainforest Alliance,2025-02-04
1521,8195,102,Forastero,Premium,Aucune,2023-10-16
1522,3187,96,Forastero,Standard,Aucune,2025-12-26
1523,9024,105,Forastero,Standard,Bio,2024-07-09
1524,1923,24,Forastero,Standard,Rainforest Alliance,2024-10-26
1525,4240,34,Forastero,Standard,Rainforest Alliance,2024-11-15
1526,7957,75,Forastero,Standard,Aucune,2023-10-27
1527,6236,97,Forastero,Standard,Aucune,2024-06-10
1528,7406,45,Forastero,Premium,Aucune,2024-10-12
1529,9831,18,Forastero,Premium,Rainforest Alliance,2023-08-29
1530,5476,99,Forastero,Standard,Aucune,2025-01-20
1531,11005,11,Forastero,Standard,Aucune,2023-02-17
1532,1373,51,Forastero,Premium,Bio,2023-09-25
1533,8500,112,Forastero,Standard,Aucune,2024-09-02
1534,7131,110,Forastero,Premium,Aucune,2024-03-08
1535,8530,18,Forastero,Standard,Rainforest Alliance,2023-09-19
1536,3024,35,Forastero,Standard,Aucune,2024-03-27
1537,10769,71,Forastero,Premium,Aucune,2025-03-26
1538,5445,62,Forastero,Premium,Aucune,2024-06-04
1539,2305,18,Trinitario,Standard,Rainforest Alliance,2025-07-05
1540,10980,16,Forastero,Premium,Aucune,2024-07-27
1541,8561,112,Forastero,Premium,Aucune,2023-09-29
1542,154,99,Forastero,Standard,Aucune,2023-02-16
1543,4915,3,Forastero,Standard,Aucune,2023-12-21
1544,4502,6,Forastero,Standard,Aucune,2025-09-08
1545,1948,32,Forastero,Standard,Aucune,2024-01-20
1546,3462,70,Trinitario,Premium,Rainforest Alliance,2024-05-06
1547,5904,87,Forastero,Standard,Rainforest Alliance,2024-12-31
1548,1882,60,Forastero,Standard,Bio,2024-11-15
1549,8407,99,Forastero,Standard,Aucune,2023-12-20
1550,2922,70,Forastero,Standard,Rainforest Alliance,2025-04-11
1551,8707,11,Forastero,Standard,Aucune,2023-11-10
1552,8070,59,Forastero,Standard,Fairtrade,2024-06-01
1553,8629,10,Forastero,Premium,Rainforest Alliance,2025-07-03
1554,385,15,Forastero,Premium,Rainforest Alliance,2025-04-19
1555,10281,7,Forastero,Standard,Rainforest Alliance,2025-12-05
1556,3890,107,Trinitario,Premium,Aucune,2023-08-01
1557,7432,53,Forastero,Standard,Fairtrade,2025-03-14
1558,8887,6,Forastero,Standard,Aucune,2023-07-08
1559,8786,2,Forastero,Standard,Aucune,2025-04-13
1560,3308,3,Trinitario,Standard,Aucune,2024-12-09
1561,3899,46,Forastero,Premium,Rainforest Alliance,2025-01-08
1562,4400,57,Forastero,Premium,Fairtrade,2023-08-09
1563,3978,98,Forastero,Premium,Fairtrade,2024-11-04
1564,11551,15,Trinitario,Standard,Rainforest Alliance,2023-09-23
1565,3587,103,Forastero,Standard,Aucune,2023-12-11
1566,4395,116,Forastero,Standard,Aucune,2024-07-07
1567,2284,76,Forastero,Standard,Aucune,2025-02-06
1568,8045,58,Trinitario,Standard,Aucune,2023-02-22
1569,4474,62,Forastero,Premium,Aucune,2023-08-12
1570,10830,32,Forastero,Standard,Aucune,2025-02-16
1571,6086,83,Forastero,Standard,Aucune,2023-01-03
1572,11849,12,Trinitario,Premium,Fairtrade,2024-09-23
1573,6693,104,Forastero,Premium,Fairtrade,2024-09-16
1574,3455,113,Forastero,Standard,UTZ,2023-12-30
1575,2669,39,Forastero,Standard,UTZ,2023-10-27
1576,10602,113,Trinitario,Standard,UTZ,2024-11-12
1577,7499,18,Criollo,Standard,Rainforest Alliance,2024-08-01
1578,8394,22,Forastero,Standard,Aucune,2025-12-20
1579,8816,51,Forastero,Standard,Bio,2025-11-14
1580,3893,109,Trinitario,Premium,Bio,2023-05-28
1581,3017,38,Forastero,Premium,Aucune,2024-02-25
1582,11646,37,Forastero,Premium,Aucune,2025-12-06
1583,1227,30,Forastero,Standard,Aucune,2024-11-03
1584,6008,38,Forastero,Premium,Aucune,2024-06-26
1585,11446,116,Forastero,Premium,Aucune,2024-11-23
1586,3994,115,Forastero,Standard,Aucune,2023-05-14
1587,10410,88,Forastero,Standard,Aucune,2024-03-23
1588,192,114,Forastero,Premium,Rainforest Alliance,2024-01-05
1589,622,59,Trinitario,Standard,Fairtrade,2025-04-03
1590,5628,45,Forastero,Standard,Aucune,2024-12-03
1591,2754,29,Forastero,Premium,Rainforest Alliance,2024-01-24
1592,5854,44,Trinitario,Standard,Bio,2024-12-28
1593,8587,92,Forastero,Standard,UTZ,2025-11-02
1594,2653,1,Forastero,Standard,Aucune,2023-01-27
1595,10608,80,Forastero,Standard,Aucune,2025-03-01
1596,2258,9,Forastero,Standard,Aucune,2025-10-18
1597,5023,43,Forastero,Standard,Aucune,2025-02-01
1598,5373,65,Forastero,Standard,Fairtrade,2024-03-23
1599,7191,28,Forastero,Standard,Bio,2025-02-18
1600,7014,27,Forastero,Standard,Fairtrade,2023-05-25
1601,10000,31,Forastero,Standard,Bio,2023-07-31
1602,404,98,Forastero,Standard,Fairtrade,2025-11-04
1603,9422,3,Forastero,Standard,Aucune,2025-06-26
1604,7595,65,Forastero,Standard,Fairtrade,2025-06-22
1605,7586,87,Forastero,Standard,Rainforest Alliance,2025-10-20
1606,1713,74,Forastero,Premium,Aucune,2024-11-06
1607,10438,47,Forastero,Standard,Aucune,2024-09-30
1608,6807,79,Forastero,Standard,Aucune,2023-05-12
1609,10554,4,Forastero,Standard,UTZ,2023-08-07
1610,9475,72,Forastero,Premium,Rainforest Alliance,2024-12-03
1611,8668,90,Forastero,Standard,Aucune,2023-03-24
1612,11992,119,Forastero,Standard,Aucune,2023-03-01
1613,8324,75,Forastero,Standard,Aucune,2024-08-23
1614,9334,101,Forastero,Standard,Aucune,2024-11-08
1615,5572,116,Forastero,Standard,Aucune,2023-11-08
1616,5845,46,Forastero,Standard,Rainforest Alliance,2025-12-24
1617,6133,24,Forastero,Standard,Rainforest Alliance,2025-02-03
1618,9839,99,Forastero,Standard,Aucune,2024-11-01
1619,636,40,Forastero,Standard,Aucune,2025-09-05
1620,3552,111,Trinitario,Premium,UTZ,2023-04-02
1621,6190,115,Forastero,Premium,Aucune,2024-09-09
1622,4303,71,Forastero,Standard,Aucune,2024-07-25
1623,1121,21,Forastero,Standard,Aucune,2023-05-05
1624,3890,107,Forastero,Premium,Aucune,2023-03-08
1625,7043,3,Forastero,Premium,Aucune,2025-06-28
1626,8298,18,Trinitario,Standard,Rainforest Alliance,2023-06-05
1627,4532,77,Forastero,Standard,Bio,2023-11-07
1628,2515,76,Forastero,Standard,Aucune,2024-10-15
1629,2037,119,Trinitario,Standard,Aucune,2025-11-25
1630,10801,95,Forastero,Premium,UTZ,2025-07-15
1631,1038,56,Forastero,Standard,Aucune,2025-04-25
1632,3680,91,Forastero,Standard,Rainforest Alliance,2023-03-28
1633,159,11,Forastero,Premium,Aucune,2025-11-30
1634,7974,56,Forastero,Standard,Aucune,2024-03-29
1635,86,90,Forastero,Standard,Aucune,2024-02-12
1636,3470,53,Forastero,Standard,Fairtrade,2024-02-11
1637,3996,63,Forastero,Standard,Fairtrade,2023-01-16
1638,5896,30,Forastero,Premium,Aucune,2024-09-25
1639,7139,85,Forastero,Premium,Aucune,2023-12-31
1640,6463,116,Trinitario,Standard,Aucune,2024-03-15
1641,7038,77,Forastero,Standard,Bio,2025-05-10
1642,10398,97,Forastero,Standard,Aucune,2025-12-06
1643,4914,68,Criollo,Standard,Rainforest Alliance,2024-11-30
1644,10027,118,Forastero,Standard,Aucune,2024-02-28
1645,7392,114,Forastero,Standard,Rainforest Alliance,2025-09-07
1646,4610,31,Forastero,Standard,Bio,2024-10-10
1647,8339,31,Forastero,Standard,Bio,2024-12-03
1648,5855,58,Trinitario,Standard,Aucune,2023-08-10
1649,6815,100,Forastero,Standard,Aucune,2024-07-22
1650,8563,74,Forastero,Standard,Aucune,2024-02-08
1651,2684,61,Trinitario,Premium,Rainforest Alliance,2024-05-18
1652,11677,101,Forastero,Premium,Aucune,2023-09-08
1653,5221,65,Trinitario,Standard,Fairtrade,2025-05-27
1654,11399,24,Forastero,Standard,Rainforest Alliance,2023-01-21
1655,6739,38,Forastero,Standard,Aucune,2024-02-20
1656,4872,95,Forastero,Standard,UTZ,2025-06-21
1657,6818,34,Forastero,Standard,Rainforest Alliance,2023-07-16
1658,7404,50,Forastero,Standard,Aucune,2024-07-30
1659,506,115,Forastero,Premium,Aucune,2024-02-28
1660,6468,77,Forastero,Standard,Bio,2025-12-17
1661,10785,113,Forastero,Premium,UTZ,2025-09-30
1662,393,111,Forastero,Premium,UTZ,2024-11-27
1663,1692,93,Forastero,Standard,Fairtrade,2024-02-17
1664,9868,109,Trinitario,Premium,Bio,2024-01-20
1665,1841,4,Forastero,Premium,UTZ,2023-05-24
1666,7488,110,Forastero,Standard,Aucune,2025-10-20
1667,2537,6,Forastero,Standard,Aucune,2025-12-03
1668,7836,114,Forastero,Standard,Rainforest Alliance,2025-04-24
1669,8230,85,Forastero,Standard,Aucune,2025-05-04
1670,9793,120,Forastero,Standard,Rainforest Alliance,2024-12-07
1671,11955,77,Forastero,Standard,Bio,2025-01-03
1672,11790,96,Forastero,Standard,Aucune,2025-09-29
1673,5018,33,Forastero,Standard,Rainforest Alliance,2025-09-06
1674,2545,104,Forastero,Standard,Fairtrade,2023-10-14
1675,548,66,Forastero,Standard,Fairtrade,2024-04-05
1676,1689,102,Forastero,Standard,Aucune,2025-05-06
1677,9148,33,Forastero,Standard,Rainforest Alliance,2023-10-27
1678,2280,13,Trinitario,Standard,Aucune,2023-04-08
1679,6112,21,Forastero,Standard,Aucune,2024-03-07
1680,1807,95,Forastero,Standard,UTZ,2025-11-03
1681,6335,17,Forastero,Premium,Aucune,2023-04-11
1682,10708,24,Forastero,Premium,Rainforest Alliance,2024-10-21
1683,11681,76,Forastero,Standard,Aucune,2025-02-12
1684,3112,83,Forastero,Standard,Aucune,2023-10-27
1685,6286,25,Forastero,Standard,Aucune,2023-07-01
1686,6178,24,Forastero,Premium,Rainforest Alliance,2023-08-12
1687,6819,57,Forastero,Standard,Fairtrade,2025-02-09
1688,11222,85,Forastero,Premium,Aucune,2025-06-26
1689,26,107,Forastero,Standard,Aucune,2025-11-14
1690,8610,111,Forastero,Standard,UTZ,2025-12-21
1691,4988,56,Forastero,Standard,Aucune,2024-05-23
1692,4629,36,Forastero,Standard,Fairtrade,2023-05-09
1693,1056,44,Criollo,Premium,Bio,2025-02-14
1694,2025,68,Forastero,Standard,Rainforest Alliance,2025-05-11
1695,2859,81,Forastero,Premium,Fairtrade,2024-05-18
1696,4272,62,Forastero,Premium,Aucune,2025-05-09
1697,5905,59,Forastero,Standard,Fairtrade,2025-09-12
1698,7575,56,Forastero,Premium,Aucune,2024-10-20
1699,8372,25,Trinitario,Standard,Aucune,2024-08-21
1700,9933,37,Forastero,Standard,Aucune,2023-08-14
1701,7351,2,Forastero,Premium,Aucune,2024-06-16
1702,3653,113,Trinitario,Premium,UTZ,2023-05-08
1703,6349,97,Forastero,Premium,Aucune,2025-11-26
1704,11515,42,Forastero,Premium,UTZ,2025-08-16
1705,9762,115,Forastero,Standard,Aucune,2023-05-17
1706,5717,70,Forastero,Standard,Rainforest Alliance,2023-11-17
1707,9580,105,Forastero,Premium,Bio,2024-08-10
1708,9694,39,Forastero,Premium,UTZ,2024-10-19
1709,7991,120,Forastero,Standard,Rainforest Alliance,2023-12-02
1710,3940,26,Forastero,Premium,UTZ,2024-10-04
1711,7907,31,Forastero,Standard,Bio,2024-07-12
1712,4162,3,Forastero,Standard,Aucune,2025-10-06
1713,9526,11,Trinitario,Premium,Aucune,2025-01-18
